age,workclass,education-num,marital-status,occupation,hours-per-week,income
71,1,13,6,9,6,False
72,2,13,2,11,6,False
55,2,10,2,13,6,False
67,2,5,2,8,6,False
18,2,8,4,5,6,False
63,2,9,6,4,6,False
17,2,10,4,0,6,False
79,0,16,6,3,6,False
81,2,3,6,7,6,False
76,2,9,6,0,6,False
71,2,5,0,8,6,False
71,1,9,2,7,6,False
37,2,11,4,11,6,False
70,2,10,4,0,6,False
22,2,13,4,9,6,False
72,2,10,6,0,6,False
23,2,10,4,8,6,False
22,2,12,2,3,6,False
30,2,10,2,7,6,False
47,2,14,0,11,6,False
79,2,9,3,9,6,False
18,2,7,4,4,6,False
61,2,10,2,7,6,False
74,2,6,6,7,6,False
68,2,9,6,8,6,False
17,2,8,4,11,6,False
34,2,10,0,9,6,False
17,2,7,4,5,6,False
77,1,9,2,3,6,False
17,2,6,4,7,6,False
62,4,13,2,2,6,False
62,4,9,4,7,6,False
69,2,4,2,5,6,False
17,2,8,4,9,7,False
62,2,12,6,7,7,False
45,2,9,2,0,7,False
33,4,7,0,5,7,False
17,2,7,4,7,7,False
47,1,9,2,7,7,False
26,5,13,2,0,7,False
66,4,10,2,4,7,False
62,2,13,6,12,7,False
28,4,10,2,9,7,False
69,2,13,2,9,7,True
79,1,7,2,3,7,False
44,2,13,5,6,7,False
23,2,9,4,5,7,False
17,2,7,4,0,7,False
79,2,9,2,9,7,False
22,2,13,4,3,7,False
23,5,13,4,9,7,False
59,2,14,2,9,7,True
67,2,13,2,10,7,False
73,2,9,6,11,7,False
17,1,7,4,9,7,False
32,4,11,4,11,7,False
18,2,7,4,7,7,False
49,4,13,2,3,7,True
52,2,4,4,7,7,False
22,2,13,4,3,7,False
19,2,10,4,11,7,False
41,1,10,4,9,7,False
17,2,7,4,0,7,False
35,4,13,2,2,7,False
18,2,7,4,11,8,False
22,2,10,4,11,8,False
30,4,10,4,2,8,False
51,0,9,0,0,8,False
48,2,9,2,9,8,False
24,2,13,4,9,8,False
45,2,11,0,7,8,False
50,4,13,2,11,8,False
20,2,10,4,5,8,False
23,0,9,4,1,8,False
17,2,7,4,11,8,False
17,2,7,4,11,8,False
33,4,14,2,9,8,False
65,1,9,2,7,8,False
31,2,9,4,7,8,False
17,2,7,4,11,8,False
71,4,6,2,2,8,False
33,4,9,5,7,8,False
66,2,9,6,8,8,False
25,2,10,4,9,8,False
19,2,10,4,10,8,False
17,2,8,4,11,8,False
48,2,10,2,11,8,False
23,2,10,4,0,8,False
25,4,9,4,7,8,False
24,2,13,4,9,8,False
67,2,13,2,0,8,False
27,2,9,2,5,8,False
45,2,9,2,9,8,False
17,2,4,4,11,8,False
31,1,9,0,0,8,False
38,2,13,4,6,8,False
20,2,10,4,11,8,False
21,2,10,4,7,8,False
55,2,13,0,11,8,False
50,2,13,0,0,8,False
17,2,7,4,0,8,False
75,2,10,6,9,8,False
18,2,7,4,7,8,False
18,2,10,4,7,8,False
46,2,14,0,3,8,False
21,2,12,4,0,8,False
83,4,9,6,3,8,False
58,2,6,2,7,8,False
21,5,10,4,9,8,False
74,2,13,6,7,8,False
30,2,7,4,11,8,False
17,2,7,4,11,8,False
76,2,9,0,0,8,False
67,5,10,2,4,8,False
38,2,13,2,11,8,True
60,3,9,2,0,8,True
60,4,9,2,13,8,False
69,4,11,2,11,8,False
57,2,10,2,9,8,True
41,2,9,2,2,8,False
70,4,4,2,2,8,False
68,2,9,2,2,8,False
22,5,10,4,0,8,False
21,2,10,4,0,8,False
17,2,8,4,7,8,False
30,2,9,4,5,8,False
47,2,7,0,2,8,False
18,2,7,4,7,8,False
40,2,10,5,7,8,False
51,4,13,2,11,8,False
17,2,8,4,7,8,False
64,2,14,4,9,8,False
21,2,10,4,11,8,False
31,2,9,4,0,8,False
26,2,12,4,0,8,False
22,0,13,4,12,8,False
65,5,15,2,3,8,False
76,2,9,6,0,8,False
19,2,9,4,11,8,False
21,2,10,4,11,8,False
17,2,6,4,7,8,False
67,4,13,2,3,8,False
64,4,10,6,2,8,False
25,2,9,4,7,8,False
66,2,9,6,11,8,False
70,4,14,2,3,8,False
42,1,9,2,0,8,False
52,2,9,2,11,8,False
58,2,16,4,9,8,False
69,2,9,6,12,8,False
21,2,10,4,9,8,False
70,2,9,6,8,8,False
18,2,8,4,11,8,False
18,5,7,4,7,8,False
18,2,7,4,7,8,False
19,2,10,4,0,8,False
51,4,13,2,4,8,False
63,2,11,6,0,8,False
61,2,11,6,12,8,False
32,4,13,2,9,8,False
17,2,6,4,7,8,False
19,5,10,4,0,8,False
36,5,9,6,7,8,False
64,0,9,2,9,8,False
33,1,9,4,7,8,False
59,5,14,2,9,8,True
18,3,9,4,4,8,False
60,5,14,2,9,8,False
17,2,6,4,7,8,False
23,2,10,4,11,8,False
76,4,10,6,11,8,False
51,4,10,0,2,8,True
17,2,6,4,11,8,False
26,5,12,4,0,8,False
57,4,6,2,2,8,False
23,2,13,4,9,8,False
57,2,6,6,0,8,False
37,2,14,2,9,8,True
18,2,9,4,7,8,False
18,2,7,4,11,8,False
20,2,10,4,12,8,False
46,2,13,4,6,8,False
36,4,10,2,4,8,False
20,2,9,4,7,8,False
27,2,9,4,0,8,False
22,2,13,4,11,8,False
17,2,5,4,11,8,False
55,4,13,2,9,8,False
65,2,7,6,0,8,False
55,1,9,0,3,8,False
46,2,10,2,11,8,False
21,2,10,4,9,8,False
77,3,10,2,11,8,False
69,2,9,6,5,8,False
69,2,9,6,0,8,False
64,2,9,6,0,8,False
19,2,10,4,4,8,False
18,2,7,4,7,8,False
66,4,13,2,3,8,False
18,2,10,4,5,9,False
67,2,7,2,7,9,True
17,1,5,4,7,9,False
23,2,10,4,11,9,False
64,4,15,2,9,9,False
19,2,10,4,11,9,False
49,0,11,2,0,9,True
21,2,12,4,7,9,False
19,2,8,4,0,9,False
18,2,7,4,7,9,False
17,2,7,4,11,9,False
21,2,10,4,12,9,False
18,2,9,4,11,9,False
22,2,13,4,9,9,False
71,0,9,6,3,9,False
74,2,10,0,0,9,False
25,0,10,4,3,9,False
21,2,10,4,7,9,False
53,2,5,4,8,9,False
27,5,13,4,9,9,False
73,2,5,6,7,9,False
47,2,9,0,7,9,False
17,2,7,4,8,9,False
22,2,10,4,0,10,False
30,2,13,4,2,10,False
17,2,7,4,7,10,False
56,2,9,2,7,10,False
18,2,8,4,7,10,False
19,2,7,4,13,10,False
22,5,10,4,7,10,False
22,2,13,4,9,10,False
68,2,9,6,5,10,False
23,2,10,4,5,10,False
34,2,12,2,12,10,False
64,1,4,2,10,10,False
74,2,14,0,11,10,False
21,2,10,4,7,10,False
33,2,13,4,0,10,False
26,2,13,4,3,10,False
19,2,10,4,9,10,False
22,5,10,4,9,10,False
21,5,10,4,3,10,False
19,5,10,4,7,10,False
19,2,7,4,6,10,False
25,2,9,0,2,10,False
21,2,10,4,7,10,False
55,2,4,2,2,10,False
68,2,1,4,6,10,False
19,2,10,4,0,10,False
20,2,10,4,7,10,False
18,2,9,4,0,10,False
37,4,9,0,5,10,False
18,2,7,4,11,10,False
38,2,9,5,11,10,False
65,4,15,2,3,10,True
58,4,9,0,4,10,False
22,5,11,4,0,10,False
21,2,10,4,7,10,False
29,1,10,4,7,10,False
30,1,10,4,0,10,False
67,2,9,2,7,10,False
19,2,10,4,0,10,False
20,2,10,4,0,10,False
23,1,13,4,9,10,False
22,2,10,4,9,10,False
68,2,4,6,6,10,False
23,2,9,0,7,10,False
20,2,10,4,12,10,False
24,2,13,4,0,10,False
18,2,7,4,7,10,False
21,2,10,4,9,10,False
21,2,10,4,11,10,False
66,4,9,2,4,10,False
63,4,4,6,4,10,False
54,2,7,0,8,10,False
43,2,10,5,11,10,False
41,2,13,2,9,10,False
29,2,9,4,11,10,False
25,2,13,4,12,10,False
67,1,13,2,9,10,False
21,2,10,4,9,10,False
19,2,10,4,12,10,False
23,2,13,4,0,10,False
80,2,14,6,9,10,False
53,2,9,4,4,10,False
20,0,7,4,7,10,False
77,2,13,4,9,10,False
19,5,10,4,0,10,False
34,1,12,0,0,10,False
44,2,2,4,7,10,False
68,4,10,2,2,10,False
17,2,6,4,7,10,False
21,2,10,4,4,10,False
22,2,9,4,0,10,False
17,2,7,4,7,10,False
17,2,7,4,5,10,False
68,2,10,6,2,10,False
38,2,9,2,7,10,False
32,5,3,4,6,10,False
18,2,10,4,0,10,False
33,2,14,2,9,10,True
64,4,6,2,9,10,False
17,2,6,4,11,10,False
77,2,9,6,0,10,False
73,2,4,6,8,10,False
69,1,6,2,13,10,False
67,2,9,2,11,10,False
22,2,10,4,4,10,False
22,5,10,4,12,10,False
23,2,10,4,5,10,False
20,1,9,4,2,10,False
62,1,14,2,9,10,False
21,5,12,4,12,10,False
27,2,10,4,7,10,False
19,5,10,4,0,10,False
64,3,9,2,2,10,False
63,2,13,0,7,10,False
62,4,10,2,3,10,False
20,1,9,4,7,10,False
32,2,9,4,2,10,False
17,4,7,4,4,10,False
20,2,10,4,7,10,False
20,4,10,4,9,10,False
55,2,10,5,3,10,False
20,5,10,4,0,10,False
32,2,9,1,7,10,False
20,2,9,4,0,10,False
39,2,9,4,6,10,False
29,2,13,4,3,10,False
71,4,4,2,4,10,False
18,2,9,4,11,10,False
20,5,10,4,0,10,False
73,2,10,6,8,10,False
74,4,13,2,3,10,False
21,2,10,4,9,10,False
19,2,9,4,5,10,False
60,4,14,0,9,10,False
23,2,13,4,11,10,False
20,2,10,4,0,10,False
23,2,10,4,8,10,False
17,2,6,4,7,10,False
26,2,14,4,9,10,False
23,2,10,4,9,10,False
17,2,7,4,5,10,False
22,2,10,4,7,10,False
17,2,6,4,7,10,False
21,2,12,4,0,10,False
17,2,7,4,11,10,False
76,4,14,2,2,10,False
19,2,10,4,7,10,False
18,5,10,4,0,10,False
73,2,6,6,7,10,False
90,2,13,4,9,10,False
18,2,9,4,8,10,False
18,2,7,4,11,10,False
65,2,9,2,11,10,False
22,2,13,4,0,10,False
71,2,4,6,13,10,False
60,2,14,2,13,10,False
26,5,13,4,9,10,False
18,2,10,4,11,10,False
55,4,15,2,9,10,False
30,2,10,0,0,10,False
18,2,6,4,11,10,False
17,4,6,4,0,10,False
33,4,10,2,7,10,False
64,3,11,2,2,10,False
63,4,10,2,9,10,False
19,2,10,4,0,10,False
66,2,4,6,7,10,False
84,2,4,2,9,10,False
68,2,10,2,0,10,False
18,1,7,4,10,10,False
65,4,10,2,3,10,False
18,2,7,4,11,10,False
17,2,7,4,11,10,False
20,1,10,4,0,10,False
17,2,7,4,7,10,False
21,5,10,4,7,10,False
57,2,4,6,7,10,False
18,2,7,4,11,10,False
59,2,9,6,7,10,False
65,2,9,6,8,10,False
18,2,6,4,7,10,False
23,2,14,4,7,10,False
21,2,10,4,9,10,False
18,3,8,4,4,10,False
21,2,10,4,7,10,False
23,2,6,2,5,10,False
33,2,11,4,7,10,False
74,2,9,4,13,10,False
20,2,10,4,0,10,False
34,4,4,4,5,10,False
17,2,5,4,7,10,False
71,2,1,6,2,10,False
41,4,11,0,7,10,False
45,1,14,2,9,10,False
63,2,10,2,3,10,False
21,5,10,4,3,10,False
54,4,6,0,7,10,False
66,2,9,2,5,10,False
42,3,8,0,2,10,False
22,2,13,4,7,10,False
21,2,10,4,13,10,False
17,2,7,4,11,10,False
17,1,6,4,9,10,False
57,2,10,0,3,10,False
47,2,10,2,7,10,False
66,2,9,0,6,10,False
46,3,13,2,3,10,False
23,5,10,4,9,10,False
37,1,9,3,7,10,False
19,6,9,4,7,10,False
69,4,4,4,4,10,False
56,2,9,0,5,10,False
73,1,4,2,10,10,False
17,2,6,4,12,10,False
57,4,13,2,11,10,False
48,1,14,2,9,10,True
51,2,10,2,3,10,False
45,2,4,4,7,10,False
20,4,10,4,4,10,False
21,2,10,4,0,10,False
55,3,9,2,0,10,False
19,2,10,4,0,10,False
19,5,10,4,9,10,False
21,5,10,4,7,10,False
55,2,10,0,7,10,False
39,4,10,4,9,10,False
32,5,14,4,9,10,False
18,2,7,4,0,10,False
41,4,9,2,7,10,False
90,2,10,4,7,10,False
20,2,8,0,7,10,False
18,2,9,4,12,10,False
17,2,6,4,11,10,False
18,2,9,4,12,10,False
67,2,10,2,13,10,False
18,2,8,4,2,10,False
66,5,9,2,6,10,False
21,2,9,4,7,10,False
22,0,13,4,9,10,False
76,4,4,2,2,10,False
20,2,10,4,9,10,False
20,5,10,4,0,10,False
27,2,5,4,5,10,False
21,5,10,4,12,10,False
54,4,11,2,12,10,False
18,2,7,4,7,10,False
38,5,10,0,12,10,False
68,4,9,2,3,10,False
58,4,9,2,3,10,False
57,4,13,2,3,10,True
41,4,14,2,3,10,True
19,2,10,4,11,10,False
20,5,10,4,7,10,False
33,2,11,2,12,10,False
19,6,9,4,4,10,False
21,2,10,4,0,10,False
25,2,9,4,7,10,False
48,2,9,6,6,10,False
22,2,10,4,5,10,False
50,2,9,3,3,10,False
21,2,10,4,0,10,False
20,1,10,4,2,10,False
21,5,10,4,12,10,False
17,2,6,4,11,10,False
46,2,10,2,9,10,False
72,1,9,2,3,10,False
17,2,7,4,0,10,False
17,2,6,4,7,10,False
23,2,10,4,0,10,False
17,2,6,4,7,10,False
19,2,10,4,0,10,False
17,2,6,4,7,10,False
33,0,10,4,7,10,False
18,2,10,4,11,10,False
45,2,11,0,7,10,False
81,2,4,2,13,10,False
19,2,10,4,7,10,False
49,1,9,0,0,10,False
20,5,10,4,0,10,False
46,5,13,2,9,10,True
19,0,10,4,0,10,False
64,2,10,6,3,10,False
17,2,6,4,11,10,False
24,5,13,4,0,10,False
20,2,10,4,0,10,False
36,2,10,2,3,10,False
20,2,10,4,3,10,False
75,2,3,6,7,10,False
77,2,5,2,8,10,False
69,2,9,2,11,10,False
41,2,8,2,7,10,False
68,4,9,2,4,10,True
62,4,4,2,2,10,False
18,2,7,4,7,10,False
22,5,13,4,0,10,False
59,2,14,2,9,10,False
68,2,9,6,3,10,False
18,2,10,4,11,10,False
65,2,9,4,6,10,False
22,5,10,4,9,10,False
22,2,10,4,4,10,False
38,4,13,2,7,10,False
41,1,13,5,9,10,False
20,2,10,4,0,10,False
22,2,10,4,11,10,False
30,2,9,4,7,10,False
66,3,9,2,11,10,False
65,4,13,2,11,10,False
20,2,10,4,11,10,False
48,4,11,0,12,10,False
78,3,7,2,3,10,False
19,5,10,4,9,10,False
22,2,10,4,7,10,False
22,2,10,4,0,10,False
17,2,6,4,5,10,False
19,2,10,4,5,10,False
72,4,15,2,3,10,False
17,2,7,4,2,10,False
20,2,10,4,4,10,False
45,4,4,2,2,10,False
75,5,10,6,0,10,False
18,4,9,4,4,11,False
74,2,8,2,5,11,False
21,5,10,4,7,11,False
18,2,6,4,7,11,False
22,2,10,4,7,11,False
28,5,9,5,7,11,False
21,5,10,4,7,11,False
21,2,9,4,10,11,False
69,5,14,2,9,11,False
19,2,10,4,9,11,False
73,1,10,4,9,11,False
66,2,6,6,13,11,False
20,2,10,4,7,11,False
66,2,3,2,13,12,False
17,2,6,4,7,12,False
39,2,9,4,4,12,False
21,5,10,4,0,12,False
17,2,5,4,5,12,False
17,2,6,4,7,12,False
21,2,10,4,11,12,False
41,2,13,2,11,12,False
63,4,9,2,7,12,False
22,2,11,4,7,12,False
19,2,9,4,11,12,False
27,5,13,4,12,12,False
82,4,9,0,3,12,False
18,2,10,4,7,12,False
44,2,13,2,2,12,False
31,2,9,5,3,12,False
17,2,7,4,0,12,False
17,2,7,4,7,12,False
64,2,9,2,3,12,False
17,2,7,4,7,12,False
72,2,14,2,7,12,False
76,2,6,6,11,12,False
37,2,9,0,3,12,False
78,2,9,6,7,12,False
17,2,7,4,7,12,False
19,2,9,4,0,12,False
18,2,7,4,7,12,False
40,2,9,2,0,12,False
73,2,13,0,4,12,False
38,1,10,4,7,12,False
58,2,10,2,11,12,False
23,2,10,4,11,12,False
90,4,9,4,3,12,False
18,2,8,4,7,12,False
76,2,4,6,10,12,False
26,2,9,0,7,12,False
76,4,10,2,7,12,False
55,4,10,0,12,12,False
60,4,10,2,7,12,False
69,4,9,2,3,12,False
24,5,10,4,0,12,False
25,2,7,0,7,12,False
63,2,10,2,9,12,False
78,2,9,6,11,12,False
21,2,10,4,0,12,False
41,5,10,0,7,12,False
18,2,10,4,7,12,False
24,2,10,4,11,12,False
42,2,10,0,0,12,False
70,1,9,6,0,12,False
44,4,10,4,2,12,False
72,2,6,2,7,12,False
34,2,10,4,9,12,False
22,2,12,4,7,12,False
63,2,7,4,4,12,False
67,5,13,2,9,12,False
19,2,10,4,7,12,False
21,5,10,4,7,12,False
37,2,9,0,7,12,False
18,2,7,4,5,12,False
22,5,13,4,9,12,False
17,2,6,4,11,12,False
39,2,6,5,7,12,False
17,2,6,4,7,12,False
18,2,8,4,7,12,False
43,0,14,2,5,12,False
21,5,9,4,2,12,False
36,2,7,6,7,12,False
64,2,10,2,11,12,False
22,5,10,4,11,12,False
26,5,10,2,3,12,False
21,2,11,2,0,12,False
17,2,7,4,11,12,False
42,4,9,2,11,12,False
18,1,10,4,3,12,False
23,2,13,4,11,12,False
17,3,6,4,11,12,False
18,2,8,4,0,12,False
19,5,10,4,4,12,False
17,2,7,4,5,12,False
18,2,7,4,7,12,False
34,4,9,2,4,12,False
19,2,10,4,7,12,False
74,2,9,2,5,12,False
74,4,13,2,3,12,False
17,2,6,4,7,12,False
36,2,10,2,0,12,False
23,2,9,4,7,12,False
18,2,7,4,5,12,False
68,2,9,2,13,12,False
61,4,9,2,7,12,False
66,2,13,6,7,12,False
83,1,10,6,9,12,False
20,2,10,4,5,12,False
18,1,7,4,0,12,False
17,2,7,4,0,12,False
21,5,10,4,0,12,False
18,2,7,4,7,12,False
73,4,4,2,4,12,False
34,2,10,2,7,12,True
17,1,8,4,0,12,False
70,4,13,2,2,12,False
43,1,10,4,3,12,False
73,2,9,6,7,12,False
18,2,9,4,7,12,False
17,2,6,4,11,12,False
24,2,5,4,5,12,False
17,2,6,4,11,12,False
17,2,7,4,7,12,False
39,4,10,4,9,12,False
17,1,7,4,0,12,False
90,2,10,4,0,12,False
18,2,9,4,5,12,False
20,2,10,4,11,12,False
23,2,10,2,0,12,False
22,2,10,4,4,12,False
50,2,9,0,8,12,False
20,2,10,4,7,12,False
17,2,8,4,4,12,False
18,2,8,4,11,12,False
17,2,7,4,6,12,False
17,2,7,4,8,12,False
17,2,8,4,7,12,False
17,2,7,4,5,12,False
18,2,7,4,5,12,False
19,5,10,4,7,12,False
39,2,1,4,7,12,False
17,2,6,4,11,12,False
22,2,10,4,0,12,False
19,2,10,4,7,12,False
23,2,12,4,0,12,False
17,2,7,4,11,12,False
64,2,10,6,0,12,False
20,2,10,4,0,12,False
19,2,10,4,7,12,False
20,2,10,4,0,12,False
69,2,9,6,0,12,False
70,2,10,6,3,12,False
17,2,6,4,11,12,False
33,5,10,5,12,12,False
26,2,13,2,12,12,False
17,2,6,4,11,12,False
19,2,7,4,11,12,False
22,2,10,4,9,12,False
21,2,10,4,0,12,False
62,2,9,2,3,12,False
21,2,10,4,5,12,False
17,2,6,4,5,12,False
17,2,7,4,5,12,False
72,2,9,2,11,12,False
19,2,10,4,7,12,False
46,2,9,2,0,12,True
71,2,15,2,9,12,False
17,2,7,4,7,12,False
67,5,6,6,7,12,False
23,2,12,4,11,12,False
18,2,8,4,0,12,False
20,2,10,4,9,12,False
51,2,10,4,3,12,False
18,2,9,4,5,12,False
20,2,10,4,9,12,False
18,2,7,4,7,12,False
18,2,8,4,7,12,False
67,4,4,2,4,12,False
18,2,10,4,7,12,False
27,2,15,0,9,12,False
17,2,7,4,7,12,False
64,2,10,2,11,12,False
67,2,4,6,7,12,False
21,5,10,4,11,12,False
18,2,7,4,5,12,False
17,2,6,4,11,12,False
18,2,7,4,7,12,False
19,5,10,4,7,12,False
18,2,7,4,11,12,False
17,2,7,4,11,12,False
50,0,9,4,0,12,False
18,2,7,4,5,12,False
40,2,9,2,7,12,False
59,2,10,2,3,12,False
18,2,6,4,7,12,False
23,5,13,4,0,12,False
20,2,10,4,0,12,False
74,2,9,6,7,12,False
77,4,8,0,13,12,False
19,2,10,4,7,12,False
64,2,2,0,8,12,False
23,1,13,4,3,12,False
19,2,9,4,7,13,False
20,2,10,4,11,13,False
37,2,12,2,9,13,False
22,2,10,4,5,13,False
52,2,11,6,7,13,False
17,2,7,4,11,13,False
17,2,7,4,7,13,False
66,2,9,6,0,13,False
76,2,13,2,0,13,True
32,2,9,4,7,13,False
21,2,10,4,11,13,False
48,2,15,0,11,13,False
76,2,5,2,10,13,False
31,5,10,4,12,13,False
57,4,13,2,3,13,False
29,1,12,0,7,13,False
76,1,9,6,7,13,False
50,4,13,2,3,13,False
24,5,14,4,9,13,False
84,2,9,6,7,13,False
71,2,5,6,11,13,False
18,2,7,4,11,13,False
84,1,11,6,0,14,False
18,2,8,4,11,14,False
47,2,9,0,7,14,False
72,4,4,2,13,14,False
34,1,13,4,7,14,False
74,4,9,2,4,14,False
52,2,9,2,11,14,False
17,2,7,4,11,14,False
17,2,6,4,7,14,False
24,2,10,4,6,14,False
30,2,9,5,4,14,False
23,2,10,4,11,14,False
19,2,9,4,7,14,False
20,2,10,4,0,14,False
69,4,10,6,4,14,False
17,2,6,4,7,14,False
19,2,10,4,11,14,False
77,1,13,2,0,14,False
20,2,10,4,11,14,False
19,2,10,4,7,14,False
17,2,7,4,11,14,False
20,2,10,4,0,14,False
65,2,9,0,7,14,False
71,2,13,4,3,14,False
19,2,9,4,0,14,False
30,2,10,2,12,14,False
57,1,14,2,10,14,False
45,2,9,2,9,14,False
28,2,10,4,7,14,False
43,4,10,4,2,14,False
21,5,10,4,7,14,False
74,4,9,6,4,14,False
17,2,6,4,11,14,False
19,2,10,4,12,14,False
20,2,10,4,7,15,False
20,2,10,4,12,15,False
17,2,7,4,5,15,False
23,2,13,4,3,15,False
17,2,7,4,11,15,False
45,4,14,0,9,15,False
28,2,13,2,0,15,False
19,2,10,4,11,15,False
20,2,10,4,7,15,False
17,2,8,4,7,15,False
24,2,10,4,11,15,False
18,2,7,4,7,15,False
18,2,9,4,0,15,False
50,2,9,4,12,15,False
34,2,13,4,7,15,False
18,2,7,4,7,15,False
18,2,8,4,11,15,False
23,2,10,4,5,15,False
18,2,10,4,7,15,False
26,0,10,4,0,15,False
68,3,9,6,7,15,False
48,2,9,2,11,15,False
66,2,10,4,9,15,False
24,2,13,4,0,15,False
34,2,13,4,9,15,False
18,2,10,4,11,15,False
23,1,13,4,9,15,False
22,2,12,4,11,15,False
17,2,6,4,11,15,False
68,1,9,2,0,15,False
