age,workclass,education-num,marital-status,occupation,hours-per-week,income
62,Private,13,Widowed,Tech-support,7,False
28,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,7,False
69,Private,13,Married-civ-spouse,Prof-specialty,7,True
79,Local-gov,7,Married-civ-spouse,Exec-managerial,7,False
44,Private,13,Separated,Machine-op-inspct,7,False
23,Private,9,Never-married,Handlers-cleaners,7,False
17,Private,7,Never-married,Adm-clerical,7,False
79,Private,9,Married-civ-spouse,Prof-specialty,7,False
22,Private,13,Never-married,Exec-managerial,7,False
23,State-gov,13,Never-married,Prof-specialty,7,False
59,Private,14,Married-civ-spouse,Prof-specialty,7,True
67,Private,13,Married-civ-spouse,Protective-serv,7,False
73,Private,9,Widowed,Sales,7,False
17,Local-gov,7,Never-married,Prof-specialty,7,False
32,Self-emp-not-inc,11,Never-married,Sales,7,False
18,Private,7,Never-married,Other-service,7,False
49,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,7,True
52,Private,4,Never-married,Other-service,7,False
22,Private,13,Never-married,Exec-managerial,7,False
19,Private,10,Never-married,Sales,7,False
41,Local-gov,10,Never-married,Prof-specialty,7,False
17,Private,7,Never-married,Adm-clerical,7,False
35,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,7,False
18,Private,7,Never-married,Sales,8,False
22,Private,10,Never-married,Sales,8,False
30,Self-emp-not-inc,10,Never-married,Craft-repair,8,False
51,Federal-gov,9,Divorced,Adm-clerical,8,False
48,Private,9,Married-civ-spouse,Prof-specialty,8,False
24,Private,13,Never-married,Prof-specialty,8,False
45,Private,11,Divorced,Other-service,8,False
50,Self-emp-not-inc,13,Married-civ-spouse,Sales,8,False
20,Private,10,Never-married,Handlers-cleaners,8,False
23,Federal-gov,9,Never-married,Armed-Forces,8,False
17,Private,7,Never-married,Sales,8,False
17,Private,7,Never-married,Sales,8,False
33,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,8,False
65,Local-gov,9,Married-civ-spouse,Other-service,8,False
31,Private,9,Never-married,Other-service,8,False
17,Private,7,Never-married,Sales,8,False
71,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,8,False
33,Self-emp-not-inc,9,Separated,Other-service,8,False
66,Private,9,Widowed,Priv-house-serv,8,False
25,Private,10,Never-married,Prof-specialty,8,False
19,Private,10,Never-married,Protective-serv,8,False
17,Private,8,Never-married,Sales,8,False
48,Private,10,Married-civ-spouse,Sales,8,False
23,Private,10,Never-married,Adm-clerical,8,False
25,Self-emp-not-inc,9,Never-married,Other-service,8,False
24,Private,13,Never-married,Prof-specialty,8,False
67,Private,13,Married-civ-spouse,Adm-clerical,8,False
27,Private,9,Married-civ-spouse,Handlers-cleaners,8,False
45,Private,9,Married-civ-spouse,Prof-specialty,8,False
17,Private,4,Never-married,Sales,8,False
31,Local-gov,9,Divorced,Adm-clerical,8,False
38,Private,13,Never-married,Machine-op-inspct,8,False
20,Private,10,Never-married,Sales,8,False
21,Private,10,Never-married,Other-service,8,False
55,Private,13,Divorced,Sales,8,False
50,Private,13,Divorced,Adm-clerical,8,False
17,Private,7,Never-married,Adm-clerical,8,False
75,Private,10,Widowed,Prof-specialty,8,False
18,Private,7,Never-married,Other-service,8,False
18,Private,10,Never-married,Other-service,8,False
46,Private,14,Divorced,Exec-managerial,8,False
21,Private,12,Never-married,Adm-clerical,8,False
83,Self-emp-not-inc,9,Widowed,Exec-managerial,8,False
58,Private,6,Married-civ-spouse,Other-service,8,False
21,State-gov,10,Never-married,Prof-specialty,8,False
74,Private,13,Widowed,Other-service,8,False
30,Private,7,Never-married,Sales,8,False
17,Private,7,Never-married,Sales,8,False
76,Private,9,Divorced,Adm-clerical,8,False
67,State-gov,10,Married-civ-spouse,Farming-fishing,8,False
38,Private,13,Married-civ-spouse,Sales,8,True
60,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,8,True
60,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,8,False
69,Self-emp-not-inc,11,Married-civ-spouse,Sales,8,False
57,Private,10,Married-civ-spouse,Prof-specialty,8,True
41,Private,9,Married-civ-spouse,Craft-repair,8,False
70,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,8,False
68,Private,9,Married-civ-spouse,Craft-repair,8,False
22,State-gov,10,Never-married,Adm-clerical,8,False
21,Private,10,Never-married,Adm-clerical,8,False
17,Private,8,Never-married,Other-service,8,False
30,Private,9,Never-married,Handlers-cleaners,8,False
47,Private,7,Divorced,Craft-repair,8,False
18,Private,7,Never-married,Other-service,8,False
40,Private,10,Separated,Other-service,8,False
51,Self-emp-not-inc,13,Married-civ-spouse,Sales,8,False
17,Private,8,Never-married,Other-service,8,False
64,Private,14,Never-married,Prof-specialty,8,False
21,Private,10,Never-married,Sales,8,False
31,Private,9,Never-married,Adm-clerical,8,False
26,Private,12,Never-married,Adm-clerical,8,False
22,Federal-gov,13,Never-married,Tech-support,8,False
65,State-gov,15,Married-civ-spouse,Exec-managerial,8,False
76,Private,9,Widowed,Adm-clerical,8,False
19,Private,9,Never-married,Sales,8,False
21,Private,10,Never-married,Sales,8,False
17,Private,6,Never-married,Other-service,8,False
67,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,8,False
64,Self-emp-not-inc,10,Widowed,Craft-repair,8,False
25,Private,9,Never-married,Other-service,8,False
66,Private,9,Widowed,Sales,8,False
70,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,8,False
42,Local-gov,9,Married-civ-spouse,Adm-clerical,8,False
52,Private,9,Married-civ-spouse,Sales,8,False
58,Private,16,Never-married,Prof-specialty,8,False
69,Private,9,Widowed,Tech-support,8,False
21,Private,10,Never-married,Prof-specialty,8,False
70,Private,9,Widowed,Priv-house-serv,8,False
18,Private,8,Never-married,Sales,8,False
18,State-gov,7,Never-married,Other-service,8,False
18,Private,7,Never-married,Other-service,8,False
19,Private,10,Never-married,Adm-clerical,8,False
51,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,8,False
63,Private,11,Widowed,Adm-clerical,8,False
61,Private,11,Widowed,Tech-support,8,False
32,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,8,False
17,Private,6,Never-married,Other-service,8,False
19,State-gov,10,Never-married,Adm-clerical,8,False
36,State-gov,9,Widowed,Other-service,8,False
64,Federal-gov,9,Married-civ-spouse,Prof-specialty,8,False
33,Local-gov,9,Never-married,Other-service,8,False
59,State-gov,14,Married-civ-spouse,Prof-specialty,8,True
18,Self-emp-inc,9,Never-married,Farming-fishing,8,False
60,State-gov,14,Married-civ-spouse,Prof-specialty,8,False
17,Private,6,Never-married,Other-service,8,False
23,Private,10,Never-married,Sales,8,False
76,Self-emp-not-inc,10,Widowed,Sales,8,False
51,Self-emp-not-inc,10,Divorced,Craft-repair,8,True
17,Private,6,Never-married,Sales,8,False
26,State-gov,12,Never-married,Adm-clerical,8,False
57,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,8,False
23,Private,13,Never-married,Prof-specialty,8,False
57,Private,6,Widowed,Adm-clerical,8,False
37,Private,14,Married-civ-spouse,Prof-specialty,8,True
18,Private,9,Never-married,Other-service,8,False
18,Private,7,Never-married,Sales,8,False
20,Private,10,Never-married,Tech-support,8,False
46,Private,13,Never-married,Machine-op-inspct,8,False
36,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,8,False
20,Private,9,Never-married,Other-service,8,False
27,Private,9,Never-married,Adm-clerical,8,False
22,Private,13,Never-married,Sales,8,False
17,Private,5,Never-married,Sales,8,False
55,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,8,False
65,Private,7,Widowed,Adm-clerical,8,False
55,Local-gov,9,Divorced,Exec-managerial,8,False
46,Private,10,Married-civ-spouse,Sales,8,False
21,Private,10,Never-married,Prof-specialty,8,False
77,Self-emp-inc,10,Married-civ-spouse,Sales,8,False
69,Private,9,Widowed,Handlers-cleaners,8,False
69,Private,9,Widowed,Adm-clerical,8,False
64,Private,9,Widowed,Adm-clerical,8,False
19,Private,10,Never-married,Farming-fishing,8,False
18,Private,7,Never-married,Other-service,8,False
66,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,8,False
18,Private,10,Never-married,Handlers-cleaners,9,False
67,Private,7,Married-civ-spouse,Other-service,9,True
17,Local-gov,5,Never-married,Other-service,9,False
23,Private,10,Never-married,Sales,9,False
64,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,9,False
19,Private,10,Never-married,Sales,9,False
49,Federal-gov,11,Married-civ-spouse,Adm-clerical,9,True
21,Private,12,Never-married,Other-service,9,False
19,Private,8,Never-married,Adm-clerical,9,False
18,Private,7,Never-married,Other-service,9,False
17,Private,7,Never-married,Sales,9,False
21,Private,10,Never-married,Tech-support,9,False
18,Private,9,Never-married,Sales,9,False
22,Private,13,Never-married,Prof-specialty,9,False
71,Federal-gov,9,Widowed,Exec-managerial,9,False
74,Private,10,Divorced,Adm-clerical,9,False
25,Federal-gov,10,Never-married,Exec-managerial,9,False
21,Private,10,Never-married,Other-service,9,False
53,Private,5,Never-married,Priv-house-serv,9,False
27,State-gov,13,Never-married,Prof-specialty,9,False
73,Private,5,Widowed,Other-service,9,False
47,Private,9,Divorced,Other-service,9,False
17,Private,7,Never-married,Priv-house-serv,9,False
22,Private,10,Never-married,Adm-clerical,10,False
30,Private,13,Never-married,Craft-repair,10,False
17,Private,7,Never-married,Other-service,10,False
56,Private,9,Married-civ-spouse,Other-service,10,False
18,Private,8,Never-married,Other-service,10,False
19,Private,7,Never-married,Transport-moving,10,False
22,State-gov,10,Never-married,Other-service,10,False
22,Private,13,Never-married,Prof-specialty,10,False
68,Private,9,Widowed,Handlers-cleaners,10,False
23,Private,10,Never-married,Handlers-cleaners,10,False
34,Private,12,Married-civ-spouse,Tech-support,10,False
64,Local-gov,4,Married-civ-spouse,Protective-serv,10,False
74,Private,14,Divorced,Sales,10,False
21,Private,10,Never-married,Other-service,10,False
33,Private,13,Never-married,Adm-clerical,10,False
26,Private,13,Never-married,Exec-managerial,10,False
19,Private,10,Never-married,Prof-specialty,10,False
22,State-gov,10,Never-married,Prof-specialty,10,False
21,State-gov,10,Never-married,Exec-managerial,10,False
19,State-gov,10,Never-married,Other-service,10,False
19,Private,7,Never-married,Machine-op-inspct,10,False
25,Private,9,Divorced,Craft-repair,10,False
21,Private,10,Never-married,Other-service,10,False
55,Private,4,Married-civ-spouse,Craft-repair,10,False
68,Private,1,Never-married,Machine-op-inspct,10,False
19,Private,10,Never-married,Adm-clerical,10,False
20,Private,10,Never-married,Other-service,10,False
18,Private,9,Never-married,Adm-clerical,10,False
37,Self-emp-not-inc,9,Divorced,Handlers-cleaners,10,False
18,Private,7,Never-married,Sales,10,False
38,Private,9,Separated,Sales,10,False
65,Self-emp-not-inc,15,Married-civ-spouse,Exec-managerial,10,True
58,Self-emp-not-inc,9,Divorced,Farming-fishing,10,False
22,State-gov,11,Never-married,Adm-clerical,10,False
21,Private,10,Never-married,Other-service,10,False
29,Local-gov,10,Never-married,Other-service,10,False
30,Local-gov,10,Never-married,Adm-clerical,10,False
67,Private,9,Married-civ-spouse,Other-service,10,False
19,Private,10,Never-married,Adm-clerical,10,False
20,Private,10,Never-married,Adm-clerical,10,False
23,Local-gov,13,Never-married,Prof-specialty,10,False
22,Private,10,Never-married,Prof-specialty,10,False
68,Private,4,Widowed,Machine-op-inspct,10,False
23,Private,9,Divorced,Other-service,10,False
20,Private,10,Never-married,Tech-support,10,False
24,Private,13,Never-married,Adm-clerical,10,False
18,Private,7,Never-married,Other-service,10,False
21,Private,10,Never-married,Prof-specialty,10,False
21,Private,10,Never-married,Sales,10,False
66,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,10,False
63,Self-emp-not-inc,4,Widowed,Farming-fishing,10,False
54,Private,7,Divorced,Priv-house-serv,10,False
43,Private,10,Separated,Sales,10,False
41,Private,13,Married-civ-spouse,Prof-specialty,10,False
29,Private,9,Never-married,Sales,10,False
25,Private,13,Never-married,Tech-support,10,False
67,Local-gov,13,Married-civ-spouse,Prof-specialty,10,False
21,Private,10,Never-married,Prof-specialty,10,False
19,Private,10,Never-married,Tech-support,10,False
23,Private,13,Never-married,Adm-clerical,10,False
80,Private,14,Widowed,Prof-specialty,10,False
53,Private,9,Never-married,Farming-fishing,10,False
20,Federal-gov,7,Never-married,Other-service,10,False
77,Private,13,Never-married,Prof-specialty,10,False
19,State-gov,10,Never-married,Adm-clerical,10,False
34,Local-gov,12,Divorced,Adm-clerical,10,False
44,Private,2,Never-married,Other-service,10,False
68,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,10,False
17,Private,6,Never-married,Other-service,10,False
21,Private,10,Never-married,Farming-fishing,10,False
22,Private,9,Never-married,Adm-clerical,10,False
17,Private,7,Never-married,Other-service,10,False
17,Private,7,Never-married,Handlers-cleaners,10,False
68,Private,10,Widowed,Craft-repair,10,False
38,Private,9,Married-civ-spouse,Other-service,10,False
32,State-gov,3,Never-married,Machine-op-inspct,10,False
18,Private,10,Never-married,Adm-clerical,10,False
33,Private,14,Married-civ-spouse,Prof-specialty,10,True
64,Self-emp-not-inc,6,Married-civ-spouse,Prof-specialty,10,False
17,Private,6,Never-married,Sales,10,False
77,Private,9,Widowed,Adm-clerical,10,False
73,Private,4,Widowed,Priv-house-serv,10,False
69,Local-gov,6,Married-civ-spouse,Transport-moving,10,False
67,Private,9,Married-civ-spouse,Sales,10,False
22,Private,10,Never-married,Farming-fishing,10,False
22,State-gov,10,Never-married,Tech-support,10,False
23,Private,10,Never-married,Handlers-cleaners,10,False
20,Local-gov,9,Never-married,Craft-repair,10,False
62,Local-gov,14,Married-civ-spouse,Prof-specialty,10,False
21,State-gov,12,Never-married,Tech-support,10,False
27,Private,10,Never-married,Other-service,10,False
19,State-gov,10,Never-married,Adm-clerical,10,False
64,Self-emp-inc,9,Married-civ-spouse,Craft-repair,10,False
63,Private,13,Divorced,Other-service,10,False
62,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,10,False
20,Local-gov,9,Never-married,Other-service,10,False
32,Private,9,Never-married,Craft-repair,10,False
17,Self-emp-not-inc,7,Never-married,Farming-fishing,10,False
20,Private,10,Never-married,Other-service,10,False
20,Self-emp-not-inc,10,Never-married,Prof-specialty,10,False
55,Private,10,Separated,Exec-managerial,10,False
20,State-gov,10,Never-married,Adm-clerical,10,False
32,Private,9,Married-AF-spouse,Other-service,10,False
20,Private,9,Never-married,Adm-clerical,10,False
39,Private,9,Never-married,Machine-op-inspct,10,False
29,Private,13,Never-married,Exec-managerial,10,False
71,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,10,False
18,Private,9,Never-married,Sales,10,False
20,State-gov,10,Never-married,Adm-clerical,10,False
73,Private,10,Widowed,Priv-house-serv,10,False
74,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,10,False
21,Private,10,Never-married,Prof-specialty,10,False
19,Private,9,Never-married,Handlers-cleaners,10,False
60,Self-emp-not-inc,14,Divorced,Prof-specialty,10,False
23,Private,13,Never-married,Sales,10,False
20,Private,10,Never-married,Adm-clerical,10,False
23,Private,10,Never-married,Priv-house-serv,10,False
17,Private,6,Never-married,Other-service,10,False
26,Private,14,Never-married,Prof-specialty,10,False
23,Private,10,Never-married,Prof-specialty,10,False
17,Private,7,Never-married,Handlers-cleaners,10,False
22,Private,10,Never-married,Other-service,10,False
17,Private,6,Never-married,Other-service,10,False
21,Private,12,Never-married,Adm-clerical,10,False
17,Private,7,Never-married,Sales,10,False
